altitude	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	zone_A	couvert
2739	21	127	80	2568	171	203	168	6753	1	0
2739	15	150	96	2538	190	215	163	6783	1	0
2742	11	175	111	2508	201	222	160	6813	1	0
2742	11	201	108	2478	226	216	123	6843	1	0
2733	8	192	14	2448	204	232	167	6873	1	0
2745	10	170	27	2419	195	231	176	6903	1	0
2742	11	150	23	2389	226	216	122	6933	1	0
2735	6	134	17	2359	226	227	136	6963	1	0
2736	6	124	15	2329	228	230	136	6994	1	0
2731	10	108	10	2300	235	222	119	7013	1	0
2718	12	85	13	2240	239	223	113	6974	1	0
2712	12	67	7	2210	241	226	113	6954	1	0
2707	10	60	2	2181	237	231	124	6934	1	0
2702	8	42	7	2151	233	233	131	6915	1	0
2699	4	30	0	2122	227	234	141	6895	1	0
2699	8	0	0	2092	223	223	135	6876	1	0
2693	14	0	0	2062	219	209	123	6856	1	0
2689	12	0	0	2032	210	215	141	6837	1	0
2689	10	30	7	2003	210	220	146	6819	1	0
2687	11	30	2	1973	211	217	142	6799	1	0
2687	12	30	7	1943	206	216	147	6780	1	0
2685	13	42	7	1914	205	215	146	6761	1	0
2685	11	67	13	1884	204	219	152	6742	1	0
2685	8	85	14	1854	203	229	164	6723	1	0
2687	7	108	24	1825	207	230	161	6705	1	0
2686	5	127	24	1795	211	230	157	6686	1	0
2687	2	150	32	1766	217	234	154	6668	1	0
2684	4	171	21	1737	225	232	142	6649	1	0
2729	23	95	66	2661	171	194	156	6664	1	0
2736	27	108	60	2631	147	198	184	6694	1	0
2745	23	127	65	2601	160	205	182	6724	1	0
2749	16	150	86	2571	193	210	153	6754	1	0
2745	12	170	85	2542	202	217	152	6784	1	0
2749	8	192	105	2512	215	222	144	6814	1	0
2742	13	192	19	2482	235	216	110	6845	1	0
2736	5	170	13	2452	207	239	171	6874	1	0
2749	6	150	30	2423	205	241	176	6904	1	0
2742	10	127	24	2393	237	225	118	6934	1	0
2736	9	108	18	2363	235	229	125	6964	1	0
2731	9	95	13	2333	236	233	128	6994	1	0
2727	10	85	6	2304	238	233	125	6991	1	0
2724	11	67	3	2274	238	230	122	6971	1	0
2717	13	60	-2	2244	241	222	111	6951	1	0
2708	13	42	3	2215	240	221	110	6931	1	0
2702	8	30	-1	2185	233	229	128	6912	1	0
2701	6	30	5	2155	230	231	134	6893	1	0
2696	2	0	0	2126	222	235	150	6872	1	0
2699	9	30	0	2067	217	221	139	6833	1	0
2695	11	30	2	2038	214	216	137	6814	1	0
2693	10	42	4	2007	210	218	144	6795	1	0
2692	10	60	10	1978	210	219	148	6776	1	0
2691	10	60	6	1948	208	219	148	6757	1	0
2691	10	67	11	1919	208	219	148	6738	1	0
2690	10	85	12	1889	211	219	144	6719	1	0
2687	7	108	15	1860	213	226	151	6700	1	0
2690	3	127	19	1830	214	233	158	6681	1	0
2690	2	150	27	1800	220	234	152	6662	1	0
2688	3	170	26	1771	225	234	146	6644	1	0
2713	29	42	23	3111	142	193	184	6216	1	0
2719	26	67	43	3081	151	198	182	6246	1	0
2729	24	95	69	2754	158	200	176	6576	1	0
2736	24	108	69	2724	157	203	182	6606	1	0
2742	21	120	66	2694	175	202	161	6636	1	0
2742	21	124	85	2664	177	202	159	6665	1	0
2749	19	134	86	2635	170	214	182	6695	1	0
2755	13	150	79	2606	188	224	175	6725	1	0
2755	9	170	75	2575	212	222	147	6755	1	0
2752	7	192	89	2546	214	225	147	6785	1	0
2752	9	201	29	2516	227	221	127	6815	1	0
2742	14	175	19	2486	239	214	102	6845	1	0
2736	3	150	13	2457	214	240	164	6875	1	0
2745	5	127	22	2427	215	245	167	6905	1	0
2739	12	108	21	2397	240	229	118	6935	1	0
2735	11	85	17	2368	239	231	121	6965	1	0
2730	11	67	12	2338	239	231	121	6988	1	0
2724	10	60	6	2308	237	232	126	6968	1	0
2719	6	43	0	2279	231	234	136	6948	1	0
2717	9	30	-2	2249	230	223	125	6929	1	0
2711	14	30	6	2219	228	211	113	6909	1	0
2705	12	0	0	2190	223	214	124	6889	1	0
2702	9	0	0	2160	221	219	133	6869	1	0
2699	8	0	0	2131	211	225	151	6850	1	0
2701	8	30	5	2101	203	228	164	6830	1	0
2702	8	42	3	2072	211	223	150	6812	1	0
2701	10	60	2	2042	212	218	142	6791	1	0
2699	11	67	6	2012	210	217	143	6772	1	0
2698	11	85	9	1983	209	219	147	6753	1	0
2698	11	90	16	1953	210	221	147	6734	1	0
2696	9	95	11	1924	209	222	151	6715	1	0
2696	10	108	16	1895	211	219	143	6695	1	0
2693	10	127	15	1865	219	218	135	6677	1	0
2689	5	150	17	1836	221	229	143	6658	1	0
2688	3	162	30	1806	223	234	147	6639	1	0
2709	26	30	23	3174	142	208	202	6157	1	0
2716	28	42	20	3144	142	201	193	6187	1	0
2726	27	67	40	3115	145	197	186	6217	1	0
2732	25	85	42	3085	158	199	174	6247	1	0
2736	22	108	60	3055	163	205	178	6277	1	0
2742	18	127	59	3025	182	209	165	6307	1	0
2742	17	151	69	2996	196	206	143	6337	1	0
2742	17	150	75	2966	195	204	144	6368	1	0
2742	20	134	75	2936	195	196	134	6397	1	0
2739	23	124	72	2906	197	183	114	6427	1	0
2732	24	120	65	2877	201	180	105	6457	1	0
2726	21	120	59	2847	195	192	129	6487	1	0
2726	20	120	59	2817	170	209	176	6517	1	0
2736	20	120	69	2787	165	216	190	6547	1	0
2742	19	125	75	2758	169	216	186	6577	1	0
2749	19	134	89	2728	169	215	183	6607	1	0
2752	17	150	85	2698	181	212	168	6637	1	0
2755	15	153	79	2669	193	212	156	6667	1	0
2752	10	162	95	2639	198	225	166	6697	1	0
2759	3	175	95	2610	212	235	161	6727	1	0
2755	4	192	79	2580	226	234	144	6757	1	0
2755	3	212	75	2550	226	236	146	6787	1	0
2752	9	190	29	2520	234	227	124	6817	1	0
2745	15	162	22	2491	240	215	102	6847	1	0
2736	3	134	13	2461	224	236	147	6877	1	0
2742	6	108	19	2431	223	244	155	6907	1	0
2737	14	85	15	2402	242	231	115	6936	1	0
2730	13	67	12	2372	240	234	121	6966	1	0
2726	11	42	8	2343	238	234	125	6966	1	0
2722	8	30	3	2313	234	235	133	6946	1	0
2720	2	30	0	2285	222	239	151	6926	1	0
2721	4	1	0	2254	222	231	144	6906	1	0
2717	10	0	0	2224	224	218	128	6886	1	0
2712	13	0	0	2195	221	212	123	6866	1	0
2707	12	30	2	2165	219	214	129	6847	1	0
2705	10	30	3	2136	205	222	154	6827	1	0
2707	10	42	8	2106	202	224	159	6807	1	0
2707	8	68	11	2077	212	224	149	6788	1	0
2706	8	85	8	2047	213	225	149	6768	1	0
2705	8	95	6	2018	215	222	144	6749	1	0
2703	8	108	10	1989	216	224	145	6730	1	0
2701	7	120	12	1960	214	226	148	6710	1	0
2700	8	124	18	1930	210	225	153	6691	1	0
2701	8	134	16	1900	216	223	145	6672	1	0
2698	10	150	18	1871	228	218	123	6654	1	0
2699	16	30	3	3267	246	220	97	6069	1	0
2696	7	0	0	3237	203	232	167	6099	1	0
2703	23	0	0	3208	152	220	205	6129	1	0
2716	26	30	20	3178	139	214	211	6159	1	0
2729	26	60	43	3148	141	210	204	6189	1	0
2745	22	108	59	3089	165	203	174	6249	1	0
2749	21	127	59	3059	171	204	169	6279	1	0
2752	19	150	76	3029	181	205	159	6309	1	0
2752	18	170	69	3000	196	202	140	6339	1	0
2749	16	175	82	2970	200	206	141	6369	1	0
2749	15	162	82	2940	200	210	145	6399	1	0
2749	17	153	82	2910	208	201	125	6428	1	0
2742	21	150	75	2881	214	191	105	6458	1	0
2736	17	150	70	2851	207	201	126	6488	1	0
2736	15	150	69	2821	187	219	171	6518	1	0
2742	14	150	75	2792	183	228	185	6548	1	0
2745	14	153	78	2762	179	234	193	6578	1	0
2755	14	162	88	2732	180	231	191	6608	1	0
2758	10	175	98	2703	195	229	173	6638	1	0
2762	8	182	96	2673	208	225	154	6668	1	0
2758	7	190	82	2644	212	225	151	6699	1	0
2758	6	201	101	2614	219	227	145	6728	1	0
2752	7	216	89	2584	230	228	132	6758	1	0
2752	6	212	29	2555	231	236	137	6788	1	0
2749	10	182	26	2525	237	234	126	6818	1	0
2745	15	153	22	2496	243	225	108	6848	1	0
2736	7	124	13	2466	231	237	139	6878	1	0
2737	6	95	14	2436	228	240	145	6908	1	0
2730	13	67	7	2407	241	228	114	6938	1	0
2725	9	42	2	2377	236	232	127	6964	1	0
2722	8	30	4	2348	233	233	131	6944	1	0
2718	5	0	0	2318	229	235	141	6924	1	0
2718	1	0	0	2289	216	240	161	6904	1	0
2719	1	0	0	2259	217	236	156	6884	1	0
2718	6	30	-1	2230	216	227	148	6864	1	0
2718	11	30	1	2200	219	215	129	6844	1	0
2711	13	42	0	2171	219	212	125	6824	1	0
2709	9	60	4	2142	205	223	155	6804	1	0
2713	7	67	12	2112	211	226	152	6785	1	0
2709	6	85	10	2083	217	226	145	6765	1	0
2708	6	108	12	2053	214	228	152	6745	1	0
2709	6	124	10	2024	222	226	139	6726	1	0
2704	5	135	5	1995	223	229	142	6707	1	0
2705	3	150	12	1965	218	232	151	6687	1	0
2704	2	153	15	1936	218	234	154	6668	1	0
2703	19	0	0	3241	167	224	196	6102	1	0
2713	25	30	18	3212	145	214	206	6131	1	0
2727	24	42	23	3182	146	219	210	6161	1	0
2736	23	67	40	3153	150	224	212	6190	1	0
2749	21	95	63	3123	156	223	205	6220	1	0
2755	18	124	59	3094	172	217	183	6250	1	0
2758	19	150	72	3063	176	211	172	6280	1	0
2762	19	170	72	3034	183	206	159	6310	1	0
2762	19	192	86	3004	197	199	135	6340	1	0
2758	18	201	91	2974	201	201	134	6370	1	0
2758	15	190	91	2945	202	208	140	6400	1	0
2755	15	182	88	2915	213	207	127	6430	1	0
2752	17	180	85	2885	220	200	110	6460	1	0
2742	15	180	75	2856	213	205	124	6490	1	0
2742	12	180	75	2827	198	220	160	6520	1	0
2745	10	180	78	2796	194	230	175	6550	1	0
2749	13	182	82	2767	185	236	192	6581	1	0
2758	12	190	91	2737	186	238	193	6610	1	0
2762	5	201	95	2708	205	238	172	6640	1	0
2762	2	212	102	2678	216	235	156	6670	1	0
2762	4	218	95	2649	215	232	156	6700	1	0
2762	7	228	86	2619	220	224	140	6730	1	0
2758	12	240	101	2589	232	217	116	6760	1	0
2749	10	210	26	2560	235	224	119	6790	1	0
2745	9	180	22	2530	236	229	124	6820	1	0
2739	13	150	16	2501	239	225	114	6849	1	0
2732	3	120	9	2471	222	234	148	6879	1	0
2737	6	91	14	2442	216	228	149	6909	1	0
2730	13	60	7	2412	229	211	113	6939	1	0
2725	10	30	2	2383	225	218	126	6942	1	0
2723	8	0	0	2353	223	222	134	6922	1	0
2719	8	0	0	2324	216	224	144	6902	1	0
2719	9	30	1	2295	204	227	162	6881	1	0
2722	8	31	4	2265	205	226	160	6861	1	0
2722	8	42	3	2236	211	225	153	6841	1	0
2724	9	60	3	2206	221	221	134	6821	1	0
2717	10	67	0	2177	219	217	132	6801	1	0
2716	10	85	4	2148	208	222	150	6782	1	0
2715	8	95	10	2118	220	223	138	6762	1	0
2711	5	108	9	2089	223	229	142	6742	1	0
2714	3	127	15	2060	219	234	152	6723	1	0
2699	12	30	0	3305	241	227	114	6043	1	0
2699	16	0	0	3276	176	228	192	6073	1	0
2713	26	0	0	3246	142	211	205	6103	1	0
2732	21	60	36	3186	158	220	200	6162	1	0
2739	20	85	36	3157	161	229	207	6192	1	0
2752	21	108	56	3127	158	232	213	6222	1	0
2762	17	134	76	3097	170	228	198	6252	1	0
2768	17	162	72	3068	177	219	181	6283	1	0
2772	16	190	86	3038	189	213	162	6312	1	0
2772	16	212	82	3009	203	207	138	6342	1	0
2769	16	228	102	2979	208	205	130	6372	1	0
2765	14	218	98	2949	212	209	131	6402	1	0
2762	13	212	95	2920	218	210	125	6432	1	0
2755	15	210	88	2890	218	205	118	6462	1	0
2752	16	210	85	2861	211	204	126	6492	1	0
2749	14	210	82	2831	200	212	148	6522	1	0
2749	12	210	82	2801	196	221	163	6552	1	0
2752	12	212	85	2772	189	230	181	6582	1	0
2758	11	218	91	2742	190	237	186	6612	1	0
2762	4	228	95	2713	209	237	166	6642	1	0
2762	2	242	95	2683	222	237	151	6671	1	0
2762	2	247	102	2654	217	241	161	6701	1	0
2765	2	256	98	2624	222	236	150	6731	1	0
2758	11	242	35	2595	233	218	115	6761	1	0
2752	13	212	29	2565	233	214	110	6791	1	0
2745	11	182	22	2536	230	218	121	6821	1	0
2742	11	153	19	2506	229	217	120	6851	1	0
2736	8	124	13	2477	205	227	160	6881	1	0
2744	11	95	21	2448	200	221	159	6911	1	0
2738	17	67	15	2418	220	201	111	6941	1	0
2732	15	42	9	2390	219	206	118	6920	1	0
2727	13	30	4	2359	214	213	133	6900	1	0
2726	12	30	3	2330	205	215	147	6879	1	0
2726	14	42	7	2301	197	218	158	6859	1	0
2728	11	60	10	2271	201	220	156	6839	1	0
2727	9	67	9	2242	216	221	142	6819	1	0
2723	8	85	4	2213	223	222	133	6799	1	0
2720	7	95	0	2183	215	224	146	6779	1	0
2722	8	108	5	2154	213	223	146	6759	1	0
2718	10	124	6	2125	226	218	124	6739	1	0
2703	18	30	4	3339	245	210	89	6015	1	0
2699	12	0	0	3310	199	219	158	6045	1	0
2709	28	0	0	3280	134	206	207	6075	1	0
2727	30	30	27	3250	127	198	203	6104	1	0
2733	27	42	19	3221	145	198	188	6134	1	0
2742	24	67	39	3191	157	203	182	6164	1	0
2746	20	95	50	3161	165	215	187	6195	1	0
2755	20	124	52	3132	162	227	205	6224	1	0
2765	18	150	69	3102	166	233	205	6254	1	0
2775	15	175	89	3073	176	230	193	6284	1	0
2778	11	201	82	3043	198	223	164	6314	1	0
2775	12	255	85	2984	213	213	134	6374	1	0
2772	14	247	105	2954	218	208	123	6404	1	0
2765	13	242	98	2925	219	210	124	6434	1	0
2765	14	240	98	2895	216	210	126	6464	1	0
2758	14	240	91	2866	211	209	132	6495	1	0
2758	15	240	91	2836	197	211	150	6524	1	0
2758	16	240	91	2808	194	210	152	6553	1	0
2758	13	242	91	2777	195	220	163	6583	1	0
2762	9	247	95	2748	197	231	174	6613	1	0
2765	3	256	98	2718	214	234	157	6643	1	0
2762	4	268	95	2689	225	232	142	6673	1	0
2758	2	277	91	2659	220	239	156	6703	1	0
2762	3	278	39	2630	221	241	156	6733	1	0
2762	8	247	39	2601	234	230	128	6763	1	0
2755	12	218	32	2571	239	221	110	6793	1	0
2749	9	190	26	2542	235	225	121	6823	1	0
2745	8	162	22	2512	233	226	126	6854	1	0
2739	5	134	16	2483	207	238	171	6883	1	0
2750	7	108	27	2454	204	236	170	6913	1	0
2744	12	85	21	2424	228	215	118	6919	1	0
2738	13	67	15	2395	224	212	120	6898	1	0
2733	12	61	10	2366	212	215	138	6879	1	0
2733	12	60	10	2336	204	218	150	6857	1	0
2733	10	67	10	2307	205	221	154	6837	1	0
2734	9	85	15	2278	207	223	154	6817	1	0
2732	11	95	14	2249	217	217	134	6797	1	0
2727	11	108	9	2219	220	215	128	6777	1	0
2713	18	0	0	3344	201	199	130	6017	1	0
2713	25	0	0	3314	159	194	168	6047	1	0
2722	33	30	23	3285	118	192	204	6077	1	0
2739	32	42	30	3255	121	193	202	6107	1	0
2749	29	67	50	3226	138	191	185	6137	1	0
2755	26	85	42	3196	156	190	166	6166	1	0
2758	22	108	55	3166	170	200	165	6196	1	0
2762	18	134	66	3137	173	218	183	6226	1	0
2768	17	162	66	3107	172	232	198	6256	1	0
2778	15	190	82	3078	176	235	199	6286	1	0
2785	7	216	99	3048	204	231	166	6316	1	0
2781	8	242	85	3019	212	223	148	6346	1	0
2781	11	268	95	2989	210	218	143	6376	1	0
2778	15	277	111	2960	218	206	120	6406	1	0
2772	14	272	105	2930	221	208	119	6436	1	0
2768	11	270	101	2901	222	216	127	6466	1	0
2765	10	271	98	2871	212	219	143	6496	1	0
2765	14	270	98	2842	191	217	164	6526	1	0
2768	16	270	101	2812	192	208	151	6555	1	0
2765	15	272	98	2783	201	209	144	6585	1	0
2765	9	277	98	2753	206	223	154	6615	1	0
2765	6	285	98	2724	217	227	148	6645	1	0
2762	6	295	95	2695	220	226	142	6675	1	0
2762	6	306	95	2665	217	227	146	6705	1	0
2758	3	285	35	2636	222	232	147	6735	1	0
2758	8	256	35	2607	234	230	129	6765	1	0
2752	13	228	29	2577	241	224	110	6795	1	0
2745	9	201	22	2548	236	229	124	6826	1	0
2742	6	175	19	2519	230	231	135	6855	1	0
2739	4	150	16	2489	208	240	171	6885	1	0
2747	6	127	24	2460	204	241	176	6915	1	0
2745	7	108	22	2431	226	225	133	6897	1	0
2741	10	95	18	2401	222	218	130	6876	1	0
2739	9	90	16	2372	213	220	144	6856	1	0
2739	9	90	16	2343	211	222	148	6835	1	0
2939	8	30	0	5699	213	223	147	3662	1	0
2939	10	30	4	5669	214	218	140	3691	1	0
2936	13	30	1	5639	216	210	127	3721	1	0
2932	11	30	3	5609	211	216	141	3751	1	0
2932	9	30	6	5579	206	222	154	3781	1	0
2932	11	30	3	5549	210	217	143	3810	1	0
2929	15	30	3	5520	218	208	121	3840	1	0
2922	15	30	0	5490	225	207	112	3870	1	0
2916	10	30	-1	5460	216	220	138	3900	1	0
2919	9	0	1	5430	214	220	143	3929	1	0
2722	23	0	0	3378	174	196	156	5989	1	0
2726	30	0	0	3349	156	173	145	6019	1	0
2726	34	30	13	3319	136	170	160	6049	1	0
2739	34	42	26	3290	117	180	190	6079	1	0
2752	31	68	53	3260	126	192	197	6110	1	0
2762	29	85	53	3231	137	195	191	6139	1	0
2772	27	108	73	3201	156	188	164	6169	1	0
2768	24	127	55	3172	175	187	143	6199	1	0
2772	18	150	69	3142	187	206	154	6229	1	0
2772	15	175	77	3113	183	226	182	6258	1	0
2781	15	201	78	3083	177	234	196	6288	1	0
2785	8	228	90	3054	201	231	169	6318	1	0
2785	9	256	99	3024	208	225	157	6348	1	0
2788	11	283	92	2995	209	222	149	6378	1	0
2785	13	306	99	2965	225	211	118	6408	1	0
2778	13	301	111	2936	229	211	114	6438	1	0
2772	11	300	105	2906	219	215	131	6468	1	0
2768	12	300	101	2877	204	218	150	6498	1	0
2772	14	300	105	2848	188	222	172	6528	1	0
2778	12	300	111	2818	199	218	157	6558	1	0
2775	13	301	108	2789	213	213	135	6588	1	0
2772	11	306	105	2760	215	217	137	6617	1	0
2769	8	313	101	2731	218	222	140	6647	1	0
2768	6	323	101	2701	220	226	142	6677	1	0
2765	5	323	42	2672	222	228	142	6707	1	0
2765	7	295	42	2643	229	227	132	6737	1	0
2758	10	268	35	2613	236	225	120	6767	1	0
2752	11	242	29	2584	236	223	117	6797	1	0
2745	7	216	22	2554	226	225	133	6827	1	0
2745	7	192	22	2525	219	225	142	6857	1	0
2742	7	170	19	2496	206	232	164	6887	1	0
2747	8	150	24	2467	198	236	177	6896	1	0
2750	6	134	27	2438	219	227	145	6875	1	0
2745	8	124	22	2408	219	222	139	6855	1	0
2945	6	30	0	5791	213	229	154	3577	1	0
2945	5	30	0	5761	215	230	150	3606	1	0
2945	7	30	0	5731	211	226	152	3636	1	0
2945	11	42	3	5702	204	220	153	3666	1	0
2945	13	60	6	5672	207	214	142	3695	1	0
2942	14	60	6	5643	213	210	130	3725	1	0
2939	13	60	3	5612	213	212	133	3755	1	0
2936	11	60	7	5582	204	220	153	3785	1	0
2939	12	60	13	5553	204	218	150	3814	1	0
2936	15	60	7	5523	218	205	119	3844	1	0
2929	18	60	3	5493	222	199	105	3874	1	0
2922	13	42	3	5463	213	211	132	3903	1	0
2922	11	30	3	5433	210	217	143	3933	1	0
2919	14	30	0	5403	220	208	120	3963	1	0
2913	15	30	0	5374	223	206	113	3993	1	0
2742	29	30	20	3384	144	188	176	5992	1	0
2750	31	30	27	3354	144	174	158	6022	1	0
2752	32	42	26	3325	139	171	159	6052	1	0
2758	31	67	45	3295	134	182	178	6081	1	0
2765	28	85	52	3266	140	195	188	6111	1	0
2775	26	108	76	3236	145	204	194	6141	1	0
2785	22	127	76	3207	164	205	176	6171	1	0
2788	22	150	89	3177	184	193	141	6201	1	0
2781	21	170	68	3148	193	191	129	6231	1	0
2778	17	192	75	3118	187	210	159	6261	1	0
2785	15	216	89	3089	179	225	185	6291	1	0
2791	11	242	88	3060	196	226	170	6321	1	0
2791	10	268	95	3031	203	224	159	6351	1	0
2791	9	295	105	3001	212	222	146	6380	1	0
2788	14	323	92	2971	232	211	109	6410	1	0
2778	12	331	111	2942	232	217	115	6440	1	0
2778	7	330	111	2913	218	225	144	6470	1	0
2778	8	330	111	2883	209	226	155	6500	1	0
2778	6	330	111	2854	205	233	168	6530	1	0
2781	2	330	115	2824	217	236	156	6560	1	0
2778	6	331	111	2795	229	231	136	6590	1	0
2775	6	335	108	2767	227	230	137	6620	1	0
2772	5	342	105	2737	223	230	141	6651	1	0
2768	6	351	101	2707	224	227	138	6679	1	0
2765	6	335	42	2678	228	228	135	6709	1	0
2762	8	309	39	2649	232	227	128	6739	1	0
2755	9	283	32	2620	231	223	124	6770	1	0
2752	10	258	29	2590	227	219	125	6799	1	0
2750	8	234	26	2561	219	223	139	6829	1	0
2749	7	212	26	2532	217	224	143	6859	1	0
2746	8	192	22	2503	205	229	163	6889	1	0
2751	9	175	28	2474	198	232	173	6874	1	0
2959	11	0	0	5885	219	215	131	3493	1	0
2955	15	0	0	5854	211	206	128	3522	1	0
2952	16	30	3	5824	202	206	139	3551	1	0
2952	15	42	7	5794	201	208	143	3581	1	0
2949	14	60	4	5765	207	212	141	3611	1	0
2949	10	60	4	5735	204	221	155	3640	1	0
2952	11	67	8	5705	200	223	161	3670	1	0
2952	12	85	10	5675	206	215	145	3700	1	0
2949	14	90	10	5646	211	209	131	3729	1	0
2945	15	90	9	5615	208	206	132	3759	1	0
2942	14	90	6	5586	202	213	146	3789	1	0
2945	12	90	16	5556	204	218	150	3818	1	0
2942	14	90	16	5526	218	208	123	3848	1	0
2937	17	85	17	5496	220	199	109	3878	1	0
2929	16	67	10	5466	208	205	130	3907	1	0
2929	15	60	10	5437	204	207	137	3937	1	0
2926	16	60	7	5407	215	202	118	3967	1	0
2919	17	60	0	5377	216	200	114	3997	1	0
2916	16	60	3	5347	211	204	126	4026	1	0
2913	13	60	5	5317	205	213	144	4056	1	0
2913	13	60	10	5288	208	213	142	4086	1	0
2909	17	60	6	5258	222	201	107	4116	1	0
2900	17	60	1	5228	220	200	110	4145	1	0
2745	29	30	23	3419	139	199	193	5964	1	0
2752	26	42	20	3389	148	202	189	5994	1	0
2762	25	60	40	3360	157	201	179	6024	1	0
2765	24	67	43	3330	162	199	171	6054	1	0
2772	24	85	47	3301	157	201	179	6084	1	0
2778	23	108	65	3271	159	207	184	6114	1	0
2785	20	127	72	3242	164	216	190	6145	1	0
2791	16	150	92	3212	180	223	183	6175	1	0
2795	13	170	86	3183	198	218	158	6205	1	0
2795	16	192	96	3154	206	204	133	6233	1	0
2791	16	212	78	3124	199	208	144	6263	1	0
2791	12	234	88	3095	193	223	170	6293	1	0
2795	6	258	99	3065	206	231	164	6323	1	0
2795	4	283	93	3036	211	234	161	6353	1	0
2798	5	309	102	3007	218	228	146	6383	1	0
2791	15	335	105	2977	233	210	105	6413	1	0
2782	13	361	85	2948	233	213	111	6443	1	0
2778	4	360	112	2919	221	230	145	6473	1	0
2778	1	360	111	2891	219	236	154	6502	1	0
2778	1	360	111	2860	217	239	159	6532	1	0
2778	3	360	111	2831	224	238	149	6562	1	0
2775	5	361	108	2802	230	234	138	6592	1	0
2772	4	365	105	2773	226	234	144	6622	1	0
2772	3	371	105	2743	222	234	148	6652	1	0
2772	5	376	49	2714	221	229	143	6682	1	0
2768	9	351	45	2685	227	221	127	6712	1	0
2762	9	324	39	2656	225	221	130	6742	1	0
2762	9	300	39	2627	218	220	137	6772	1	0
2758	12	277	35	2598	222	213	125	6801	1	0
2752	10	255	29	2569	218	219	136	6831	1	0
2752	8	234	30	2539	218	223	141	6861	1	0
2749	7	216	26	2510	203	230	166	6874	1	0
2965	5	0	0	5947	222	231	146	3438	1	0
2965	9	0	0	5917	209	224	153	3467	1	0
2965	13	30	3	5887	205	215	146	3497	1	0
2965	15	30	6	5857	205	207	136	3526	1	0
2962	16	43	7	5827	199	206	142	3556	1	0
2962	17	67	13	5798	196	203	141	3586	1	0
2959	18	85	14	5768	206	200	127	3616	1	0
2955	14	90	10	5738	203	212	145	3645	1	0
2955	13	95	10	5708	195	220	163	3674	1	0
2959	14	108	15	5678	202	215	149	3704	1	0
2955	15	120	13	5649	206	207	136	3734	1	0
2955	16	120	16	5619	204	205	134	3763	1	0
2952	16	120	16	5589	203	207	139	3793	1	0
2949	14	120	13	5559	204	212	143	3823	1	0
2949	15	120	30	5530	213	207	126	3852	1	0
2929	17	90	10	5381	215	201	117	4001	1	0
2922	16	90	3	5351	215	205	121	4031	1	0
2919	12	90	10	5292	211	214	138	4090	1	0
2916	16	90	13	5262	226	203	108	4120	1	0
2906	15	90	3	5232	221	205	116	4149	1	0
2758	29	42	26	3424	138	189	182	5967	1	0
2765	26	68	43	3395	150	196	180	5997	1	0
2772	24	85	40	3365	157	201	179	6027	1	0
2778	21	95	56	3336	172	205	170	6057	1	0
2781	19	108	59	3307	172	213	179	6087	1	0
2788	18	127	62	3277	174	218	183	6118	1	0
2791	15	150	78	3248	180	223	182	6146	1	0
2798	11	170	85	3218	193	228	175	6176	1	0
2798	8	192	99	3189	203	229	165	6206	1	0
2801	8	212	92	3160	213	223	146	6236	1	0
2795	10	234	96	3130	213	220	143	6266	1	0
2798	9	255	85	3101	206	225	158	6296	1	0
2795	6	277	92	3072	216	228	149	6326	1	0
2795	1	301	99	3043	219	236	154	6356	1	0
2795	0	324	92	3013	219	237	156	6385	1	0
2795	11	350	99	2984	230	218	120	6415	1	0
2785	15	376	99	2955	228	207	110	6445	1	0
2781	10	390	114	2925	221	218	131	6475	1	0
2778	5	390	111	2896	222	228	142	6505	1	0
2778	1	390	111	2867	219	236	154	6535	1	0
2778	2	390	111	2838	222	234	149	6565	1	0
2775	4	391	108	2809	223	231	144	6595	1	0
2775	4	395	108	2780	223	231	143	6625	1	0
2772	2	400	105	2750	222	234	149	6654	1	0
2772	1	391	49	2721	219	235	153	6684	1	0
2772	8	366	49	2692	229	225	129	6714	1	0
2765	8	342	42	2663	229	226	131	6744	1	0
2765	3	319	42	2634	220	232	148	6775	1	0
2762	8	297	39	2605	220	222	137	6804	1	0
2758	11	277	35	2576	219	216	131	6834	1	0
2968	6	30	0	6010	228	230	136	3384	1	0
2968	6	0	0	5980	214	228	152	3413	1	0
2968	10	0	0	5950	202	224	160	3443	1	0
2972	12	30	7	5920	197	221	161	3472	1	0
2972	12	42	7	5891	204	218	150	3502	1	0
2972	11	60	10	5861	211	216	141	3531	1	0
2968	12	67	10	5831	202	217	152	3561	1	0
2973	14	85	17	5801	200	212	148	3590	1	0
2968	17	108	19	5771	211	201	122	3620	1	0
2962	16	120	17	5742	202	206	140	3650	1	0
2965	15	124	20	5712	192	213	158	3679	1	0
2965	14	134	20	5682	199	213	151	3709	1	0
2966	14	150	20	5652	205	209	139	3738	1	0
2962	14	150	20	5622	210	209	133	3768	1	0
2959	13	150	20	5593	208	212	139	3798	1	0
2959	14	151	23	5563	206	210	140	3827	1	0
2929	13	120	10	5355	221	210	122	4035	1	0
2926	11	120	7	5325	210	217	143	4065	1	0
2926	11	120	13	5295	216	215	134	4094	1	0
2919	15	120	10	5265	225	207	111	4124	1	0
2913	14	120	10	5236	221	208	119	4154	1	0
2775	29	67	49	3431	143	185	173	5970	1	0
2778	26	85	46	3401	155	192	170	6000	1	0
